KEY,COLUMN_2,COLUMN_3
W_ArmLacerationLStitched_CardInteractions[0].ActionName,Clean (seawater),Clean (seawater)
W_ArmLacerationLStitched_CardInteractions[1].ActionName,Clean (water),Clean (water)
W_ArmLacerationLStitched_CardInteractions[2].ActionName,Clean (honeywater),Clean (honeywater)
W_ArmLacerationLStitched_CardInteractions[3].ActionName,Clean (lye),Clean (lye)
W_ArmLacerationLStitched_CardInteractions[4].ActionName,Clean (soap),Clean (soap)
W_ArmLacerationLStitched_CardInteractions[5].ActionName,Apply,Apply
W_ArmLacerationLStitched_CardInteractions[6].ActionName,Apply Honey,Apply Honey
W_ArmLacerationLStitched_InventorySlotsText,PLACE DRESSING / TOURNIQUET HERE,PLACE DRESSING / TOURNIQUET HERE
W_ArmLacerationLStitched_CookingRecipes[0].ActionName,Pressure,Pressure
W_ArmLacerationLStitched_CookingRecipes[0].CustomCookingText,Applying pressure.,Applying pressure.
W_ArmLacerationR_CardName,Arm Laceration,Arm Laceration
W_ArmLacerationR_CardDescription,A deep bleeding cut. It hurts so much.,A deep bleeding cut. It hurts so much.
W_ArmLacerationR_SpoilageTime.OnFull.ActionName,Laceration,Laceration
W_ArmLacerationR_SpoilageTime.OnFull.ActionDescription,My wound is much better now!,My wound is much better now!
W_ArmLacerationR_SpoilageTime.OnFull.ActionLog.LogText,My laceration healed.,My laceration healed.
W_ArmLacerationR_Progress.CardStatName,Coagulation,Coagulation
W_ArmLacerationR_Progress.OnFull.ActionName,Wound is no longer bleeding,Wound is no longer bleeding
W_ArmLacerationR_CardInteractions[0].ActionName,Clean (seawater),Clean (seawater)
W_ArmLacerationR_CardInteractions[1].ActionName,Clean (water),Clean (water)
W_ArmLacerationR_CardInteractions[2].ActionName,Clean (honeywater),Clean (honeywater)
W_ArmLacerationR_CardInteractions[3].ActionName,Clean (lye),Clean (lye)
W_ArmLacerationR_CardInteractions[4].ActionName,Clean (soap),Clean (soap)
W_ArmLacerationR_CardInteractions[5].ActionName,Apply,Apply
W_ArmLacerationR_CardInteractions[6].ActionName,Apply Honey,Apply Honey
W_ArmLacerationR_CardInteractions[7].ActionName,Stitch,Stitch
W_ArmLacerationR_InventorySlotsText,PLACE DRESSING / TOURNIQUET HERE,PLACE DRESSING / TOURNIQUET HERE
W_ArmLacerationR_CookingRecipes[0].ActionName,Pressure,Pressure
W_ArmLacerationR_CookingRecipes[0].CustomCookingText,Applying pressure.,Applying pressure.
W_ArmLacerationRStitched_CardName,Arm Laceration,Arm Laceration
W_ArmLacerationRStitched_CardDescription,A deep bleeding cut. It hurts so much.,A deep bleeding cut. It hurts so much.
W_ArmLacerationRStitched_SpoilageTime.OnFull.ActionName,Laceration,Laceration
W_ArmLacerationRStitched_SpoilageTime.OnFull.ActionDescription,My wound is much better now!,My wound is much better now!
W_ArmLacerationRStitched_SpoilageTime.OnFull.ActionLog.LogText,My laceration healed.,My laceration healed.
W_ArmLacerationRStitched_Progress.CardStatName,Coagulation,Coagulation
W_ArmLacerationRStitched_Progress.OnFull.ActionName,Wound is no longer bleeding,Wound is no longer bleeding
W_ArmLacerationRStitched_CardInteractions[0].ActionName,Clean (seawater),Clean (seawater)
W_ArmLacerationRStitched_CardInteractions[1].ActionName,Clean (water),Clean (water)
W_ArmLacerationRStitched_CardInteractions[2].ActionName,Clean (honeywater),Clean (honeywater)
W_ArmLacerationRStitched_CardInteractions[3].ActionName,Clean (lye),Clean (lye)
W_ArmLacerationRStitched_CardInteractions[4].ActionName,Clean (soap),Clean (soap)
W_ArmLacerationRStitched_CardInteractions[5].ActionName,Apply,Apply
W_ArmLacerationRStitched_CardInteractions[6].ActionName,Apply Honey,Apply Honey
W_ArmLacerationRStitched_InventorySlotsText,PLACE DRESSING / TOURNIQUET HERE,PLACE DRESSING / TOURNIQUET HERE
W_ArmLacerationRStitched_CookingRecipes[0].ActionName,Pressure,Pressure
W_ArmLacerationRStitched_CookingRecipes[0].CustomCookingText,Applying pressure.,Applying pressure.
W_ArmSprainedL_CardName,Sprained Wrist,Sprained Wrist
W_ArmSprainedL_CardDescription,It hurts.,It hurts.
W_ArmSprainedL_SpoilageTime.OnFull.ActionName,Sprain,Sprain
W_ArmSprainedL_SpoilageTime.OnFull.ActionDescription,My wound is much better now!,My wound is much better now!
W_ArmSprainedL_SpoilageTime.OnFull.ActionLog.LogText,My sprain healed.,My sprain healed.
W_ArmSprainedL_Progress.OnFull.ActionName,Tourniquet Damage,Tourniquet Damage
W_ArmSprainedL_Progress.OnFull.ActionDescription,I think I had the tourniquet for too long.,I think I had the tourniquet for too long.
W_ArmSprainedL_CardInteractions[0].ActionName,Apply,Apply
W_ArmSprainedL_InventorySlotsText,PLACE SPLINT HERE,PLACE SPLINT HERE
W_ArmSprainedL_CookingRecipes[0].ActionName,Splint,Splint
W_ArmSprainedL_CookingRecipes[0].CustomCookingText,Constraining Movement,Constraining Movement
W_ArmSprainedR_CardName,Sprained Wrist,Sprained Wrist
W_ArmSprainedR_CardDescription,It hurts.,It hurts.
W_ArmSprainedR_SpoilageTime.OnFull.ActionName,Sprain,Sprain
W_ArmSprainedR_SpoilageTime.OnFull.ActionDescription,My wound is much better now!,My wound is much better now!
W_ArmSprainedR_SpoilageTime.OnFull.ActionLog.LogText,My sprain healed.,My sprain healed.
W_ArmSprainedR_Progress.OnFull.ActionName,Tourniquet Damage,Tourniquet Damage
W_ArmSprainedR_Progress.OnFull.ActionDescription,I think I had the tourniquet for too long.,I think I had the tourniquet for too long.
W_ArmSprainedR_CardInteractions[0].ActionName,Apply,Apply
W_ArmSprainedR_InventorySlotsText,PLACE SPLINT HERE,PLACE SPLINT HERE
W_ArmSprainedR_CookingRecipes[0].ActionName,Splint,Splint
W_ArmSprainedR_CookingRecipes[0].CustomCookingText,Constraining Movement,Constraining Movement
W_CobraSpit_CardName,Cobra Spit,Cobra Spit
W_CobraSpit_CardDescription,"Hurts like hell, should wash it with water as soon as possible!","Hurts like hell, should wash it with water as soon as possible!"
W_CobraSpit_SpoilageTime.OnFull.ActionName,Abrasion,Abrasion
W_CobraSpit_SpoilageTime.OnFull.ActionDescription,Wound healed!,Wound healed!
W_CobraSpit_SpoilageTime.OnFull.ActionLog.LogText,My abrasion healed.,My abrasion healed.
W_CobraSpit_FuelCapacity.OnZero.ActionName,Eyes Clear,Eyes Clear
W_CobraSpit_FuelCapacity.OnZero.ActionDescription,My eyes are clear of poison...,My eyes are clear of poison...
W_CobraSpit_FuelCapacity.OnZero.ActionLog.LogText,My eyes are clear clear of poison.,My eyes are clear clear of poison.
W_CobraSpit_CardInteractions[0].ActionName,Clean (seawater),Clean (seawater)
W_CobraSpit_CardInteractions[1].ActionName,Clean (water),Clean (water)
W_CobraSpit_InventorySlotsText,PLACE DRESSING HERE,PLACE DRESSING HERE
W_CobraSpit_CookingRecipes[0].ActionName,Dressing,Dressing
W_CobraSpit_CookingRecipes[0].CustomCookingText,Protecting Wound,Protecting Wound
W_HunterMark_CardName,Hunter Mark,Hunter Mark
W_HunterMark_CardDescription,The hunter touched me here. I can feel it.,The hunter touched me here. I can feel it.
W_HunterMark_SpoilageTime.OnFull.ActionName,Abrasion,Abrasion
W_HunterMark_SpoilageTime.OnFull.ActionDescription,Wound healed!,Wound healed!
W_HunterMark_SpoilageTime.OnFull.ActionLog.LogText,My abrasion healed.,My abrasion healed.
W_HunterMark_FuelCapacity.OnZero.ActionName,Mark Banished,Mark Banished
W_HunterMark_FuelCapacity.OnZero.ActionDescription,The mark seems to have vanished...,The mark seems to have vanished...
W_HunterMark_InventorySlotsText,PLACE DRESSING HERE,PLACE DRESSING HERE
W_LegFractureL_CardName,Leg Fracture,Leg Fracture
W_LegFractureL_CardDescription,It hurts so much.,It hurts so much.
W_LegFractureL_SpoilageTime.OnFull.ActionName,Fracture,Fracture
W_LegFractureL_SpoilageTime.OnFull.ActionDescription,My wound is much better now!,My wound is much better now!
W_LegFractureL_SpoilageTime.OnFull.ActionLog.LogText,My fracture healed.,My fracture healed.
W_LegFractureL_Progress.OnFull.ActionName,Tourniquet Damage,Tourniquet Damage
W_LegFractureL_Progress.OnFull.ActionDescription,I think I had the tourniquet for too long.,I think I had the tourniquet for too long.
W_LegFractureL_CardInteractions[0].ActionName,Apply,Apply
W_LegFractureL_InventorySlotsText,PLACE SPLINT HERE,PLACE SPLINT HERE
W_LegFractureL_CookingRecipes[0].ActionName,Splint,Splint
W_LegFractureL_CookingRecipes[0].CustomCookingText,Constraining Movement,Constraining Movement
W_LegFractureR_CardName,Leg Fracture,Leg Fracture
W_LegFractureR_CardDescription,It hurts so much.,It hurts so much.
W_LegFractureR_SpoilageTime.OnFull.ActionName,Fracture,Fracture
W_LegFractureR_SpoilageTime.OnFull.ActionDescription,My wound is much better now!,My wound is much better now!
W_LegFractureR_SpoilageTime.OnFull.ActionLog.LogText,My fracture healed.,My fracture healed.
W_LegFractureR_Progress.OnFull.ActionName,Tourniquet Damage,Tourniquet Damage
W_LegFractureR_Progress.OnFull.ActionDescription,I think I had the tourniquet for too long.,I think I had the tourniquet for too long.
W_LegFractureR_CardInteractions[0].ActionName,Apply,Apply
W_LegFractureR_InventorySlotsText,PLACE SPLINT HERE,PLACE SPLINT HERE
W_LegFractureR_CookingRecipes[0].ActionName,Splint,Splint
W_LegFractureR_CookingRecipes[0].CustomCookingText,Constraining Movement,Constraining Movement
W_LegLacerationL_CardName,Leg Laceration,Leg Laceration
W_LegLacerationL_CardDescription,A deep bleeding cut. It hurts so much.,A deep bleeding cut. It hurts so much.
W_LegLacerationL_SpoilageTime.OnFull.ActionName,Laceration,Laceration
W_LegLacerationL_SpoilageTime.OnFull.ActionDescription,My wound is much better now!,My wound is much better now!
W_LegLacerationL_SpoilageTime.OnFull.ActionLog.LogText,My laceration healed.,My laceration healed.
W_LegLacerationL_Progress.CardStatName,Coagulation,Coagulation
W_LegLacerationL_Progress.OnFull.ActionName,Wound is no longer bleeding,Wound is no longer bleeding
W_LegLacerationL_CardInteractions[0].ActionName,Clean (seawater),Clean (seawater)
W_LegLacerationL_CardInteractions[1].ActionName,Clean (water),Clean (water)
W_LegLacerationL_CardInteractions[2].ActionName,Clean (honeywater),Clean (honeywater)
W_LegLacerationL_CardInteractions[3].ActionName,Clean (lye),Clean (lye)
W_LegLacerationL_CardInteractions[4].ActionName,Clean (soap),Clean (soap)
W_LegLacerationL_CardInteractions[5].ActionName,Apply,Apply
W_LegLacerationL_CardInteractions[6].ActionName,Apply Honey,Apply Honey
W_LegLacerationL_CardInteractions[7].ActionName,Stitch,Stitch
W_LegLacerationL_InventorySlotsText,PLACE DRESSING / TOURNIQUET HERE,PLACE DRESSING / TOURNIQUET HERE
W_LegLacerationL_CookingRecipes[0].ActionName,Pressure,Pressure
W_LegLacerationL_CookingRecipes[0].CustomCookingText,Applying pressure.,Applying pressure.
W_LegLacerationLStitched_CardName,Leg Laceration,Leg Laceration
W_LegLacerationLStitched_CardDescription,A deep bleeding cut. It hurts so much.,A deep bleeding cut. It hurts so much.
W_LegLacerationLStitched_SpoilageTime.OnFull.ActionName,Laceration,Laceration
W_LegLacerationLStitched_SpoilageTime.OnFull.ActionDescription,My wound is much better now!,My wound is much better now!
W_LegLacerationLStitched_SpoilageTime.OnFull.ActionLog.LogText,My laceration healed.,My laceration healed.
W_LegLacerationLStitched_Progress.CardStatName,Coagulation,Coagulation
W_LegLacerationLStitched_Progress.OnFull.ActionName,Wound is no longer bleeding,Wound is no longer bleeding
W_LegLacerationLStitched_CardInteractions[0].ActionName,Clean (seawater),Clean (seawater)
W_LegLacerationLStitched_CardInteractions[1].ActionName,Clean (water),Clean (water)
W_LegLacerationLStitched_CardInteractions[2].ActionName,Clean (honeywater),Clean (honeywater)
W_LegLacerationLStitched_CardInteractions[3].ActionName,Clean (lye),Clean (lye)
W_LegLacerationLStitched_CardInteractions[4].ActionName,Clean (soap),Clean (soap)
W_LegLacerationLStitched_CardInteractions[5].ActionName,Apply,Apply
W_LegLacerationLStitched_CardInteractions[6].ActionName,Apply Honey,Apply Honey
W_LegLacerationLStitched_InventorySlotsText,PLACE DRESSING / TOURNIQUET HERE,PLACE DRESSING / TOURNIQUET HERE
W_LegLacerationLStitched_CookingRecipes[0].ActionName,Pressure,Pressure
W_LegLacerationLStitched_CookingRecipes[0].CustomCookingText,Applying pressure.,Applying pressure.
W_LegLacerationR_CardName,Leg Laceration,Leg Laceration
W_LegLacerationR_CardDescription,A deep bleeding cut. It hurts so much.,A deep bleeding cut. It hurts so much.
W_LegLacerationR_SpoilageTime.OnFull.ActionName,Laceration,Laceration
W_LegLacerationR_SpoilageTime.OnFull.ActionDescription,My wound is much better now!,My wound is much better now!
W_LegLacerationR_SpoilageTime.OnFull.ActionLog.LogText,My laceration healed.,My laceration healed.
W_LegLacerationR_Progress.CardStatName,Coagulation,Coagulation
W_LegLacerationR_Progress.OnFull.ActionName,Wound is no longer bleeding,Wound is no longer bleeding
W_LegLacerationR_CardInteractions[0].ActionName,Clean (seawater),Clean (seawater)
W_LegLacerationR_CardInteractions[1].ActionName,Clean (water),Clean (water)
W_LegLacerationR_CardInteractions[2].ActionName,Clean (honeywater),Clean (honeywater)
W_LegLacerationR_CardInteractions[3].ActionName,Clean (lye),Clean (lye)
W_LegLacerationR_CardInteractions[4].ActionName,Clean (soap),Clean (soap)
W_LegLacerationR_CardInteractions[5].ActionName,Apply,Apply
W_LegLacerationR_CardInteractions[6].ActionName,Apply Honey,Apply Honey
W_LegLacerationR_CardInteractions[7].ActionName,Stitch,Stitch
W_LegLacerationR_InventorySlotsText,PLACE DRESSING / TOURNIQUET HERE,PLACE DRESSING / TOURNIQUET HERE
W_LegLacerationR_CookingRecipes[0].ActionName,Pressure,Pressure
W_LegLacerationR_CookingRecipes[0].CustomCookingText,Applying pressure.,Applying pressure.
W_LegLacerationRStitched_CardName,Leg Laceration,Leg Laceration
W_LegLacerationRStitched_CardDescription,A deep bleeding cut. It hurts so much.,A deep bleeding cut. It hurts so much.
W_LegLacerationRStitched_SpoilageTime.OnFull.ActionName,Laceration,Laceration
W_LegLacerationRStitched_SpoilageTime.OnFull.ActionDescription,My wound is much better now!,My wound is much better now!
W_LegLacerationRStitched_SpoilageTime.OnFull.ActionLog.LogText,My laceration healed.,My laceration healed.
W_LegLacerationRStitched_Progress.CardStatName,Coagulation,Coagulation
W_LegLacerationRStitched_Progress.OnFull.ActionName,Wound is no longer bleeding,Wound is no longer bleeding
W_LegLacerationRStitched_CardInteractions[0].ActionName,Clean (seawater),Clean (seawater)
W_LegLacerationRStitched_CardInteractions[1].ActionName,Clean (water),Clean (water)
W_LegLacerationRStitched_CardInteractions[2].ActionName,Clean (honeywater),Clean (honeywater)
W_LegLacerationRStitched_CardInteractions[3].ActionName,Clean (lye),Clean (lye)
W_LegLacerationRStitched_CardInteractions[4].ActionName,Clean (soap),Clean (soap)
W_LegLacerationRStitched_CardInteractions[5].ActionName,Apply,Apply
W_LegLacerationRStitched_CardInteractions[6].ActionName,Apply Honey,Apply Honey
W_LegLacerationRStitched_InventorySlotsText,PLACE DRESSING / TOURNIQUET HERE,PLACE DRESSING / TOURNIQUET HERE
W_LegLacerationRStitched_CookingRecipes[0].ActionName,Pressure,Pressure
W_LegLacerationRStitched_CookingRecipes[0].CustomCookingText,Applying pressure.,Applying pressure.
W_LegSprainedL_CardName,Sprained Ankle,Sprained Ankle
W_LegSprainedL_CardDescription,It hurts.,It hurts.
W_LegSprainedL_SpoilageTime.OnFull.ActionName,Sprain,Sprain
W_LegSprainedL_SpoilageTime.OnFull.ActionDescription,My wound is much better now!,My wound is much better now!
W_LegSprainedL_SpoilageTime.OnFull.ActionLog.LogText,My sprain healed.,My sprain healed.
W_LegSprainedL_Progress.OnFull.ActionName,Tourniquet Damage,Tourniquet Damage
W_LegSprainedL_Progress.OnFull.ActionDescription,I think I had the tourniquet for too long.,I think I had the tourniquet for too long.
W_LegSprainedL_CardInteractions[0].ActionName,Apply,Apply
W_LegSprainedL_InventorySlotsText,PLACE SPLINT HERE,PLACE SPLINT HERE
W_LegSprainedL_CookingRecipes[0].ActionName,Splint,Splint
W_LegSprainedL_CookingRecipes[0].CustomCookingText,Constraining Movement,Constraining Movement
W_LegSprainedR_CardName,Sprained Ankle,Sprained Ankle
